record_id,data_origin,annotation_provenance,provided_sentiment,provided_joy,provided_affection,provided_amusement,provided_surprise,provided_sadness,provided_anger,provided_care_empathy,provided_fear,provided_disgust,provided_approval,provided_sarcasm,provided_confidence
SYN_POST_007191,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007192,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high
SYN_POST_007193,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007194,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007195,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007196,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007197,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007198,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007199,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007200,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007201,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007202,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,yes,no,high
SYN_POST_007203,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007204,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007205,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007206,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007207,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007208,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007209,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007210,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007211,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007212,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007213,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007214,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007215,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007216,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007217,synthetic_augmentation,provided_synthetic_unverified,positive,no,yes,no,no,no,no,no,no,no,no,no,high
SYN_POST_007218,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007219,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007220,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007221,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007222,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007223,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007224,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007225,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007226,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007227,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007228,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007229,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007230,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007231,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007232,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007233,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007234,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007235,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007236,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007237,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007238,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007239,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007240,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007241,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007242,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007243,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_007244,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007245,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007246,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007247,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007248,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007249,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007250,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007251,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007252,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007253,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007254,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007255,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007256,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007257,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007258,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007259,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007260,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007261,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007262,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007263,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007264,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007265,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007266,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007267,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007268,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007269,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007270,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007271,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007272,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007273,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007274,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007275,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007276,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007277,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007278,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007279,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007280,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007281,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007282,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007283,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007284,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007285,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007286,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007287,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007288,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007289,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high
SYN_POST_007290,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high
SYN_POST_007291,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007292,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007293,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007294,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007295,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007296,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007297,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007298,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007299,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007300,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007301,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007302,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007303,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007304,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007305,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007306,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007307,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007308,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007309,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007310,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007311,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007312,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007313,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007314,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007315,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007316,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007317,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007318,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007319,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007320,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007321,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007322,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007323,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007324,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007325,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007326,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007327,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007328,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007329,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007330,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007331,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007332,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007333,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007334,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007335,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007336,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007337,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007338,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007339,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007340,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007341,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007342,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007343,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007344,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007345,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007346,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007347,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007348,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007349,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
